win_rate,total_pnl,total_profit,total_loss,profit_factor,trade_count,market_count,closed_count,address
0.5652173913043478,1401.1557557109752,1880.7203403329015,479.56458462192614,3.9217248325699514,200,71,23,0xc9ad18bc5d11639af167cc879fbc1333e22e79d0
0.5652173913043478,844.0845919703918,1448.50305444499,604.4184624745981,2.3965235087534515,193,50,23,0x717e085e735ec51d47ea3595790a8bee92b16498
0.5625,39623.288311750795,46651.9294940267,7028.641182467008,6.63740377164227,200,27,16,0xaee8e802e29a2dd32d6234a3d28e3bd7e2ca6eeb
0.5625,301.5258604586118,1004.577270285517,703.051409826905,1.4288816667515811,200,53,16,0x6dd6314d1670f9f1ccccbd6746b0bf2f2fa0f5f4
0.5625,-126.07374085009826,278.62667462819604,404.7047822905214,0.6884689453167397,200,80,16,0x2cc711083e3dac99ef2a9203cd2630e764be5536
0.56,619.9102498629019,1697.700008413984,1077.7897585510823,1.575168064963127,200,50,25,0xa0bca9bdd8540da95060ed1fafb78aa03835d428
0.56,-13416.324084074577,1526.2880365302235,14942.612121264736,0.10214332167253226,147,52,25,0x398c74a78f3ffbb6dafd4ab2ee21e2f90f2e2172
0.5555555555555556,1418.327952187141,4300.3929273783015,2882.06497519116,1.4921221292358502,200,86,36,0xe95e726d0ca927874f3998d815bfec51d19261f2
0.5555555555555556,289.60846215184097,1546.0330035989073,1256.4245414470663,1.2305020736209826,200,37,9,0x4910842d27c641e6c23c6680c115da4db100c095
0.55,-1079.7595571989336,284.7286911568885,1364.4882483558222,0.20867068038143985,200,41,20,0x337141b3b9190fa0c5e7531c96ff666347fb5871
0.5454545454545454,-38.34944034895149,3.024851808383371,41.374292157334864,0.07310945156187096,200,26,11,0x8f8e068dfdf884dd5340b15312df8b3d790d6a53
0.5416666666666666,4431.8828734466615,4733.0872859721385,301.20441252547624,15.7138710096812,200,77,24,0xe0aed864710c88693be9a17a333b156259e49b16
0.5384615384615384,129.11181900959437,240.94842534644494,111.83660633685056,2.1544683197978225,183,120,13,0xa472b4ccdcad7712daa6e9ad0924827bd59545ae
0.5384615384615384,-666.1651362360586,194.19313075374995,860.3582669898086,0.22571193676465282,200,78,26,0x4020166b330125d224dbd46449bb5fef8de611d1
0.5294117647058824,-12972.090994376602,1200.175827386553,14172.266821763154,0.08468481736058936,165,65,17,0x76bdbf9a22fff5d2f1768fb6b1e0b71073a7f258
0.5263157894736842,678.9643659688188,3248.4451767237397,2569.4808108749203,1.2642418511067335,152,64,19,0xe876b2aa482478aa5447c532583099ac46247346
0.5263157894736842,-129.73994381294688,117.9371382843141,247.677082097261,0.47617299624840154,147,55,19,0x0da462636b228293849aac34c18577244775edde
0.5263157894736842,-282.69404781989357,1034.7170687282626,1317.411116548156,0.7854169861868172,200,63,19,0xf9f207b77137caa79c6c4516abdef3133db45cba
0.5238095238095238,-163.56282957565836,4499.337710995774,4662.900540571433,0.9649225137545792,200,33,21,0x12bff6ca3cb6cfc950a27b275b795fd84d4dddaf
0.5238095238095238,-360.6056833632572,29.720954864767887,390.3266388576457,0.07614380343537681,129,60,21,0x577213c64bf90a8b5786801c997d16b44d57c83e
0.52,-1805.6599089112312,992.3293983017119,2797.9893072129435,0.3546580380931348,200,41,25,0x4bc26247abd4c4f908c786c4873acd49beb2597a
0.5142857142857142,6689.816101762953,7192.642118212324,502.8260164493715,14.304435098649149,200,79,35,0xdb7118f26824cfbc472aa512c798f31b665410cd
0.5,40100.37032448199,43790.57804741221,3690.207722930219,11.866697306849758,137,19,4,0x8a16fc7ff21626e6cb80d27ae963d0c0a6843676
0.5,9292.299745296621,9423.28616942098,130.98642412435865,71.94093763850293,17,5,4,0xcec1a234bc04c2dd89e9dc76112fb497bc449dff
0.5,6371.3510096924265,14545.422806253984,8174.071796561561,1.7794586551555056,200,64,28,0x73bb531d8cfabcdd61f9e7bc08e8d2554bc69473
0.5,1285.0023650129067,1424.3079039182066,139.30553890530007,10.2243450986285,200,64,22,0xc0947c24ae3c045f2d676d8687beaa2f0383c8d4
0.5,368.0138059712756,572.7158052312855,204.70199926000987,2.7978026951452932,19,10,4,0x83f1622e122c8e3c8e22d263ba5788af7becdcd3
0.5,337.3509718286455,476.43714000000006,139.08616817135447,3.4254818165169985,57,42,8,0xd44fffa08d112f08e70c7c740679781a2b3741a1
0.5,298.69280938235227,479.84478460230315,181.15277570470676,2.6488403654630597,200,109,26,0xfa3dde8e3cacb7f2f46f70ef828a88d129207198
0.5,282.36659784088243,339.73032983274413,57.363731991861734,5.922388903862498,200,57,4,0x48185887c8dc95de60ee89722f1d0ee7894cbf0b
0.5,251.41567388606254,307.0833581785159,55.66768429245334,5.516366669129544,56,43,8,0x6d2cd93ef9fb40fc44e4379b5105cc2ee5af2436
0.5,158.44975358351076,7319.2434710855805,7160.79371750207,1.0221274009326977,256,32,14,0x510904c9a58f5c5ad799a1b44947077564175e9c
0.5,137.4101172858611,191.6441149932725,54.23399770741138,3.5336527472523613,40,16,4,0xe35da622e1dc7685b88430ee06c91b5dd1718d52
0.5,132.83276509865675,1515.98866068116,1383.155895582503,1.0960360039840018,200,106,20,0x47620f5fe2315fa9d7105d01ac9c46eb78f1dc1b
0.5,74.90064136483578,75.35679999999999,0.4561586351642184,165.19867035482366,200,86,4,0xb886580698ede4b18de3e446b2d8da8bcedd81b3
0.5,33.22988647058823,33.536941176470584,0.3017647058823565,111.13606237816633,53,18,8,0xcf9e7a472ba54a4d30dc49c1e4b8a62192453bfd
0.5,20.559317274995234,398.2139761357497,377.65465886075435,1.054439464184065,200,68,18,0x8aaca4ecd04bbe3347e94f08c94cf54ec20c0e7a
0.5,11.846954271204975,19.628881572420067,7.781927301215093,2.522367636273749,200,62,10,0x6de55c2b7e308f594df43bbfa3c37144560e3d0f
0.5,1.8073835522763542,21.796903707393845,19.98952015511749,1.0904165551874765,200,130,6,0x9ea7ad16f8e3295ad3bbaa97cc63dfbd21ce5af6
0.5,-14.58007995649125,6.1306836628662795,20.71076361935753,0.29601437086251,97,62,8,0xf85b411d8830adc34af87e6a8452905eb640efd9
0.5,-1427.8482549330326,18.05167172396393,1445.8999266569967,0.01248473105998451,72,32,4,0x0d15e2724df455f9e65b15104d21d76412a2c454
0.5,-12277.869230333907,3073.0480651117655,15350.916345649495,0.2001866205194114,164,21,8,0x899a258f5a379be61c567fc567c1fb4e5c6d63ff
